,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1772,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,79.0,143.65,0
1773,1,0,1,1,68,1,0,2,0,0,0,0,0,1,2,1,2,19.35,1292.65,1
1774,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,48.75,48.75,1
1775,0,1,0,0,65,1,1,1,1,0,1,1,1,1,2,1,0,109.05,7108.2,1
1776,0,1,1,0,72,1,1,2,0,0,0,0,0,1,2,1,2,25.0,1802.55,1
1777,1,0,0,0,28,1,1,0,0,0,0,1,0,1,0,1,3,54.9,1505.15,1
1778,0,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,3,24.75,1859.1,0
1779,1,0,0,0,2,1,0,1,1,1,0,0,1,1,0,1,0,91.15,168.5,1
1780,1,0,0,1,18,1,0,2,0,0,0,0,0,0,1,0,2,20.15,390.85,0
1781,0,1,1,0,60,1,1,1,0,1,1,0,1,1,1,1,0,104.35,6339.45,1
1782,1,1,0,0,26,1,1,0,0,0,0,1,0,1,0,1,0,66.05,1652.4,1
1783,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,71.65,71.65,1
1784,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,1,20.35,77.5,0
1785,0,0,1,1,68,1,1,0,1,1,1,1,1,1,2,1,3,92.2,6392.85,1
1786,1,0,0,0,38,1,0,1,0,1,1,1,0,1,0,1,3,84.25,3264.5,1
1787,1,1,1,0,42,1,1,1,1,0,1,0,1,1,1,1,2,105.2,4599.15,1
1788,1,0,1,0,57,1,0,2,0,0,0,0,0,1,2,1,2,19.6,1134.25,1
1789,0,0,1,0,54,0,0,0,0,1,0,0,0,0,0,0,0,30.4,1621.35,0
1790,1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,2,78.1,947.3,0
1791,1,0,1,0,44,1,0,0,1,1,1,0,0,1,1,1,1,61.5,2722.2,1
1792,0,0,1,1,42,1,1,0,1,1,0,0,1,1,0,1,2,69.4,3058.3,1
1793,0,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,2,24.75,1769.6,0
1794,1,0,1,1,71,1,1,0,1,1,1,1,1,0,2,0,1,91.05,6293.75,0
1795,1,0,1,0,19,1,1,1,0,0,1,0,0,0,0,0,1,89.65,1761.05,0
1796,1,0,1,0,23,1,1,0,0,0,0,1,1,1,0,1,3,73.65,1642.75,1
1797,1,0,0,0,30,1,0,2,0,0,0,0,0,0,2,0,3,19.4,578.5,0
1798,0,0,0,0,35,1,1,2,0,0,0,0,0,0,1,0,2,26.2,954.9,0
1799,1,0,0,0,10,1,1,1,1,0,0,0,1,1,0,1,0,98.7,973.25,1
1800,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,43.85,43.85,1
1801,0,0,0,0,22,1,0,1,0,0,0,0,0,1,0,1,1,69.7,1490.4,1
1802,0,0,1,1,7,0,0,0,1,1,1,0,0,0,2,0,1,38.55,280.0,0
1803,1,0,0,0,36,0,0,0,1,1,1,1,0,1,2,1,1,53.1,1901.25,1
1804,1,0,1,1,34,1,0,2,0,0,0,0,0,0,0,0,1,20.65,716.4,0
1805,0,0,1,1,72,1,1,0,1,1,1,0,0,0,2,0,3,64.45,4720.0,0
1806,0,0,1,1,36,1,1,2,0,0,0,0,0,0,2,0,3,25.1,930.95,0
1807,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,76.35,76.35,0
1808,1,0,0,0,23,1,1,1,0,1,0,0,0,1,0,1,0,79.15,1676.95,1
1809,0,1,1,0,32,1,1,1,0,0,0,0,0,1,0,1,0,85.0,2642.05,1
1810,1,0,1,1,71,1,1,1,1,1,1,1,0,1,1,1,3,95.15,6770.85,1
1811,1,1,0,0,23,1,1,1,0,0,1,0,0,1,0,1,1,79.35,1835.3,1
1812,0,0,1,0,17,1,0,1,0,0,1,0,1,1,1,1,2,96.65,1588.25,1
1813,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,75.5,75.5,1
1814,0,0,1,1,12,1,0,2,0,0,0,0,0,0,2,0,1,19.7,258.35,0
1815,1,0,1,0,72,1,0,2,0,0,0,0,0,0,2,0,3,20.5,1502.25,0
1816,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,19.2,19.2,0
1817,0,1,1,0,72,1,1,1,0,1,0,0,1,0,2,0,2,98.35,6929.4,0
1818,0,0,1,1,60,1,1,1,0,0,0,0,0,0,0,0,2,74.35,4453.3,0
1819,1,0,1,1,61,0,0,0,0,1,1,1,1,0,2,0,3,51.35,3244.4,0
1820,1,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,45.65,323.45,0
1821,0,1,1,0,32,1,1,1,0,0,0,0,0,0,0,0,0,85.3,2661.1,0
1822,1,0,0,1,31,1,1,1,0,0,0,0,1,1,0,1,3,86.55,2697.4,1
1823,0,0,0,0,19,1,0,1,0,1,0,0,0,1,0,1,3,73.85,1424.5,1
1824,0,0,1,1,72,1,0,2,0,0,0,0,0,0,2,0,2,20.3,1401.15,0
1825,1,0,0,0,32,1,1,0,0,1,0,0,0,1,0,1,0,54.2,1739.6,1
1826,0,0,1,0,65,1,1,1,0,1,0,0,0,1,0,1,0,90.65,5931.0,1
1827,1,0,1,1,45,0,0,0,1,0,0,0,1,1,0,1,2,50.9,2333.85,1
1828,0,0,0,0,42,1,1,2,0,0,0,0,0,0,1,0,0,25.05,949.85,0
1829,0,0,0,0,8,1,1,1,0,0,0,0,0,1,0,1,0,74.85,572.45,1
1830,0,0,0,1,32,1,0,2,0,0,0,0,0,0,2,0,1,20.5,696.8,0
1831,1,1,1,0,22,1,1,0,1,1,0,1,0,1,0,1,1,63.55,1381.8,1
1832,0,1,1,0,57,0,0,0,0,0,0,0,1,1,0,1,0,44.85,2572.95,1
1833,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,47.95,47.95,0
1834,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.1,45.1,0
1835,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,45.0,45.0,1
1836,0,0,0,0,24,1,0,1,0,0,0,1,1,1,0,1,0,96.0,2122.45,1
1837,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,20.05,20.05,0
1838,0,1,0,0,54,1,1,1,0,1,0,0,0,1,0,1,0,90.05,4931.8,1
1839,1,0,0,0,4,1,1,2,0,0,0,0,0,1,2,1,3,25.3,116.95,1
1840,0,0,1,1,65,1,1,1,1,0,1,1,1,0,2,0,2,108.65,6937.95,0
1841,1,0,1,0,56,1,1,2,0,0,0,0,0,0,1,0,0,24.3,1261.7,0
1842,0,0,0,0,45,1,0,0,1,0,1,0,1,1,0,1,0,75.95,3273.8,1
1843,1,0,1,1,71,1,0,2,0,0,0,0,0,0,2,0,3,19.7,1415.85,0
1844,0,0,1,0,59,1,0,0,1,1,1,0,1,0,1,0,3,66.4,3958.2,0
1845,0,0,0,0,69,0,0,0,0,1,1,0,0,1,1,1,2,35.75,2492.25,1
1846,0,0,0,0,19,1,0,2,0,0,0,0,0,0,1,0,1,18.8,279.2,0
1847,1,0,1,1,55,1,0,2,0,0,0,0,0,0,2,0,3,19.4,1083.0,0
1848,1,0,0,0,38,1,0,2,0,0,0,0,0,0,1,0,1,19.3,755.5,0
1849,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,1,0,45.55,402.6,1
1850,1,1,1,0,47,1,1,0,1,1,1,0,0,1,0,1,3,67.45,3252.0,1
1851,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,35.1,68.75,1
1852,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.2,46.2,0
1853,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.15,45.15,0
1854,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,43.3,43.3,1
1855,0,0,1,1,46,1,0,2,0,0,0,0,0,1,2,1,1,20.1,936.85,1
1856,1,1,0,0,38,1,0,0,1,1,0,0,0,1,0,1,3,57.15,2250.65,1
1857,1,0,1,0,65,1,0,0,1,0,1,1,0,0,2,0,3,58.9,3857.1,0
1858,1,0,1,0,19,1,0,1,1,0,0,0,0,1,0,1,0,73.2,1441.1,1
1859,0,0,0,0,52,1,0,1,0,1,0,0,0,1,0,1,0,85.35,4338.6,1
1860,0,0,1,1,71,1,0,2,0,0,0,0,0,0,2,0,1,19.45,1378.45,0
1861,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,45.95,45.95,0
1862,1,1,0,0,52,0,0,0,0,1,1,1,1,1,0,1,0,50.5,2566.3,1
1863,0,0,1,0,6,1,1,2,0,0,0,0,0,0,1,0,1,25.1,171.0,0
1864,1,1,1,0,26,1,0,0,0,0,1,0,0,0,1,0,1,60.7,1597.4,0
1865,0,1,0,0,48,1,1,1,0,1,0,0,1,1,1,1,0,99.0,4744.35,1
1866,1,0,1,1,64,1,1,1,1,0,0,1,1,1,1,1,2,104.4,6721.6,1
1867,1,0,0,0,3,1,0,1,0,1,0,0,1,0,0,0,0,83.75,247.25,0
1868,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,44.05,44.05,1
1869,0,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,3,24.1,1734.65,0
1870,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,45.55,45.55,1
1871,1,0,1,1,51,1,1,1,1,1,0,0,0,1,0,1,0,93.8,4539.35,1
1872,1,0,1,1,41,1,0,2,0,0,0,0,0,0,2,0,2,19.7,804.25,0
1873,1,0,1,1,72,1,0,0,1,1,1,0,1,1,2,1,3,70.65,5011.15,1
1874,1,0,1,0,43,1,1,0,1,1,0,1,1,0,2,0,3,86.45,3574.5,0
1875,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,114.1,8086.4,1
1876,0,0,1,0,47,1,1,1,0,0,0,0,1,1,1,1,3,95.2,4563.0,1
1877,0,0,0,0,72,1,1,0,1,1,1,1,1,0,2,0,3,88.55,6362.35,0
1878,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,1,3,20.75,67.1,1
1879,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,70.05,70.05,1
1880,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,86.0,165.45,1
1881,0,0,0,0,26,0,0,0,1,1,0,0,0,1,0,1,2,44.65,1156.55,1
1882,0,0,1,1,29,1,0,0,1,0,0,0,0,1,0,1,1,60.2,1834.15,1
1883,1,1,1,0,35,1,1,1,1,1,0,1,1,1,0,1,2,100.5,3653.35,1
1884,0,0,0,0,27,1,0,0,1,1,0,0,0,0,1,0,2,55.45,1477.65,0
1885,0,0,1,1,24,1,0,0,1,1,0,1,0,1,0,1,3,70.3,1706.45,1
1886,0,0,1,1,67,1,0,0,1,0,1,1,0,1,2,1,2,60.4,3953.7,1
1887,1,0,0,0,16,1,1,1,0,0,0,0,0,0,0,0,0,72.65,1194.3,0
1888,1,0,0,0,23,1,0,0,0,1,1,0,0,0,1,0,2,55.8,1327.85,0
1889,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,1,1,31.1,419.7,1
1890,1,0,1,1,1,1,0,2,0,0,0,0,0,1,0,1,0,21.0,21.0,1
1891,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,45.1,45.1,0
1892,0,1,0,0,4,0,0,0,0,1,0,0,1,1,0,1,3,50.95,207.35,1
1893,0,0,0,1,16,1,1,0,1,1,0,0,0,1,0,1,0,69.1,1083.7,1
1894,1,0,1,0,46,0,0,0,0,0,0,0,1,1,0,1,0,43.95,2007.85,1
1895,0,0,0,1,68,1,1,0,1,1,0,1,1,1,2,1,2,86.5,5882.75,1
1896,0,0,0,0,38,1,1,0,1,1,1,1,0,0,0,0,0,69.95,2657.55,0
1897,0,1,1,0,30,1,0,0,0,1,0,0,0,1,0,1,2,50.4,1527.5,1
1898,1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,78.95,378.4,0
1899,0,0,0,0,17,1,0,1,0,1,1,0,0,1,0,1,3,90.95,1612.2,1
1900,0,0,1,1,4,1,0,2,0,0,0,0,0,0,2,0,1,19.9,76.65,0
1901,1,0,0,0,12,1,0,2,0,0,0,0,0,0,1,0,0,20.15,260.7,0
1902,0,0,1,1,72,1,1,0,1,1,1,1,1,1,2,1,3,90.6,6441.85,1
1903,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,1,0,92.0,266.8,1
1904,0,0,0,0,56,1,1,1,0,1,0,1,0,1,0,1,0,94.45,5124.6,1
1905,1,0,0,0,41,1,1,2,0,0,0,0,0,1,1,1,1,24.85,962.25,1
1906,0,0,0,0,40,0,0,0,0,1,0,1,0,0,1,0,3,36.0,1382.9,0
1907,1,0,0,0,7,1,0,0,1,1,0,1,1,1,0,1,0,78.5,571.05,1
1908,0,0,0,0,69,1,0,2,0,0,0,0,0,0,2,0,3,19.95,1399.35,0
1909,0,0,1,1,7,1,0,2,0,0,0,0,0,0,1,0,1,20.65,150.0,0
1910,1,0,1,1,5,0,0,0,0,1,0,0,0,1,0,1,0,30.5,167.2,1
1911,1,0,1,1,72,1,1,1,1,1,1,1,1,0,2,0,3,106.1,7657.4,0
1912,0,0,1,1,44,1,0,2,0,0,0,0,0,1,1,1,2,20.5,865.05,1
1913,1,0,0,0,65,1,1,1,0,1,1,0,1,1,1,1,0,95.5,6153.85,1
1914,1,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,64.6,174.2,0
1915,0,0,0,0,24,1,0,0,0,0,0,1,0,1,0,1,3,51.1,1269.6,1
1916,1,0,0,0,44,1,1,1,0,1,1,0,0,1,0,1,2,84.8,3862.55,1
1917,1,1,1,0,72,1,1,0,1,1,1,1,1,0,2,0,3,89.1,6352.4,0
1918,0,0,0,0,24,1,0,0,1,0,0,1,0,0,0,0,0,54.95,1348.5,0
1919,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,50.9,50.9,0
1920,0,0,1,0,22,1,0,2,0,0,0,0,0,1,0,1,2,20.45,471.55,1
1921,0,0,1,1,70,1,1,0,0,1,1,1,1,1,2,1,3,85.95,5931.75,1
1922,0,0,1,1,25,1,1,0,0,0,0,0,1,0,0,0,0,60.35,1404.65,0
1923,0,0,1,1,37,1,0,2,0,0,0,0,0,0,2,0,2,19.8,726.1,0
1924,1,1,1,1,22,1,1,1,0,0,0,0,1,0,0,0,2,85.35,1961.6,0
1925,1,0,1,1,59,1,1,0,0,0,1,1,1,1,2,1,2,72.1,4194.85,1
1926,0,0,1,1,49,1,1,1,0,0,1,0,1,1,0,1,0,99.8,4872.45,1
1927,0,0,1,1,47,1,1,1,0,0,1,1,1,1,0,1,2,107.35,5118.95,1
1928,1,0,1,1,31,1,0,2,0,0,0,0,0,1,0,1,1,19.55,658.95,1
1929,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,81.05,81.05,1
1930,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,1,0,20.5,76.95,1
1931,1,0,1,0,53,1,1,1,0,1,1,1,1,1,1,1,2,111.8,5809.75,1
1932,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,20.2,20.2,0
1933,0,0,0,0,20,1,0,2,0,0,0,0,0,1,1,1,1,19.7,415.9,1
1934,1,0,0,0,3,1,0,1,1,1,0,0,0,1,0,1,0,79.1,246.5,1
1935,1,0,0,0,51,1,0,2,0,0,0,0,0,1,1,1,2,19.85,996.95,1
1936,1,0,1,0,51,1,0,0,1,1,0,1,0,1,1,1,2,60.5,3145.15,1
1937,1,0,1,1,13,1,0,2,0,0,0,0,0,0,2,0,1,19.55,265.3,0
1938,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,20.9,20.9,0
1939,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,1,21.05,21.05,1
1940,0,0,0,0,63,1,1,0,1,1,1,1,0,0,1,0,0,71.5,4576.3,0
1941,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,54.65,189.1,0
1942,0,0,0,0,46,1,0,2,0,0,0,0,0,0,2,0,3,19.2,908.15,0
1943,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,3,49.8,49.8,1
1944,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,25.5,215.2,0
1945,1,0,1,1,71,1,0,2,0,0,0,0,0,0,2,0,2,20.5,1500.95,0
1946,0,0,1,1,55,1,1,1,0,0,1,0,1,1,0,1,3,90.4,5099.15,1
1947,1,0,0,0,70,1,1,1,0,1,1,1,0,1,1,1,2,90.25,6385.95,1
1948,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,80.75,159.45,0
1949,0,0,1,1,67,1,1,1,1,0,0,1,1,0,2,0,2,104.6,6885.75,0
1950,0,0,1,0,65,1,1,1,0,1,0,0,1,1,0,1,2,91.85,5940.85,1
1951,0,0,1,0,14,1,0,0,0,0,1,0,0,0,0,0,3,50.2,668.85,0
1952,1,0,1,1,20,1,1,1,0,0,1,1,0,1,0,1,2,95.5,1916.2,1
1953,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,75.35,75.35,1
1954,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,75.45,75.45,1
1955,1,0,1,1,49,1,1,1,0,0,0,0,1,1,0,1,2,95.4,4613.95,1
1956,1,0,0,0,72,1,1,1,1,1,1,0,1,1,2,1,2,101.3,7261.25,1
1957,1,0,1,0,46,1,1,0,1,0,0,0,0,0,0,0,0,53.1,2459.8,0
1958,0,0,0,0,24,1,1,1,0,1,1,0,0,1,0,1,2,84.85,2048.8,1
1959,1,0,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,34.25,163.55,0
1960,1,0,1,1,33,1,1,1,0,1,1,1,0,0,0,0,3,88.6,2888.7,0
1961,1,0,0,0,42,1,1,0,1,1,0,0,0,1,1,1,2,60.15,2421.6,1
1962,0,0,0,0,23,1,0,1,1,0,1,0,1,1,1,1,3,99.95,2292.75,1
1963,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,2,70.7,553.4,0
1964,0,0,0,0,66,1,0,0,1,1,0,0,0,1,1,1,1,54.8,3465.7,1
1965,0,0,0,0,24,1,0,0,1,0,0,0,0,1,0,1,2,49.55,1210.4,1
1966,0,1,0,0,24,1,1,0,0,1,0,0,0,0,0,0,3,54.8,1291.3,0
1967,0,0,0,0,69,1,1,0,1,1,1,1,0,1,1,1,3,78.6,5356.45,1
1968,1,0,0,0,53,1,0,1,0,1,1,0,1,1,1,1,1,100.3,5200.8,1
1969,1,0,0,0,60,0,0,0,1,0,1,0,1,0,2,0,0,53.6,3237.05,0
1970,1,0,1,0,7,1,0,1,0,0,0,0,1,1,0,1,0,81.1,576.65,1
1971,1,0,0,0,20,1,0,2,0,0,0,0,0,1,1,1,3,19.35,433.75,1
1972,1,0,1,1,23,1,1,1,0,0,0,0,0,0,0,0,0,85.6,1868.4,0
1973,0,0,1,1,72,1,0,0,1,0,1,1,1,1,2,1,0,80.8,5728.55,1
1974,0,0,1,0,11,1,1,1,0,0,0,0,0,1,0,1,0,74.95,825.7,1
1975,0,0,0,0,21,1,0,2,0,0,0,0,0,0,2,0,1,19.6,390.4,0
1976,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,93.55,93.55,1
1977,0,1,0,0,31,1,1,1,0,1,0,0,1,1,0,1,0,90.7,2845.15,1
1978,1,0,0,0,57,1,0,0,0,1,1,1,1,0,2,0,1,69.75,3894.4,0
1979,1,0,1,1,45,1,0,2,0,0,0,0,0,1,2,1,2,20.0,886.4,1
1980,0,0,0,0,10,1,1,1,0,1,1,0,0,1,0,1,0,95.25,1021.55,1
1981,1,0,1,0,58,1,1,1,0,0,1,1,1,1,0,1,3,102.1,5885.4,1
1982,0,0,0,1,14,1,0,2,0,0,0,0,0,0,0,0,1,19.95,268.4,0
1983,0,0,1,0,27,1,1,0,1,0,0,1,1,0,1,0,1,80.85,2204.35,0
1984,1,0,1,1,14,1,1,1,0,1,0,0,0,1,0,1,2,90.9,1259.0,1
1985,1,0,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,29.2,309.1,0
1986,1,0,1,1,69,1,1,1,0,1,0,1,0,1,2,1,2,93.3,6398.05,1
1987,1,0,1,1,25,1,0,1,0,1,1,0,1,1,0,1,2,89.15,2257.75,1
1988,0,1,1,0,58,1,1,1,1,1,1,0,1,1,1,1,0,108.85,6287.25,1
1989,1,0,1,1,35,0,0,0,1,0,0,1,1,1,2,1,3,46.35,1662.05,1
1990,1,1,0,0,16,1,1,1,0,0,0,0,1,1,0,1,0,84.75,1350.15,1
1991,0,0,1,1,45,1,1,0,0,1,1,0,1,0,1,0,3,78.75,3600.65,0
1992,1,0,0,0,17,1,0,1,0,1,0,0,1,1,0,1,0,83.55,1329.15,1
1993,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,45.7,45.7,1
1994,0,0,0,0,22,1,0,2,0,0,0,0,0,0,1,0,1,19.6,422.5,0
1995,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,69.95,69.95,1
1996,0,0,1,1,67,1,0,0,1,0,1,1,0,0,2,0,1,67.85,4627.65,0
1997,1,0,1,1,67,1,1,1,0,0,1,1,1,1,2,1,2,105.65,6717.9,1
1998,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,44.6,97.1,0
1999,0,0,0,0,23,1,1,1,0,0,0,0,0,1,0,1,0,74.95,1710.45,1
2000,1,1,0,0,9,1,0,1,0,0,1,0,0,0,0,0,3,75.5,637.4,0
2001,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,1,20.15,117.95,0
2002,0,0,0,0,54,0,0,0,1,0,0,1,1,0,2,0,3,45.2,2460.55,0
2003,1,0,0,0,57,1,0,1,0,0,1,0,1,1,2,1,0,95.25,5464.65,1
2004,0,0,0,0,24,1,1,1,0,0,1,0,1,1,0,1,1,89.85,2165.05,1
2005,1,0,1,1,49,1,1,1,0,1,0,0,1,0,1,0,1,100.45,4941.8,0
2006,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,47.15,223.15,0
2007,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,80.2,181.1,1
2008,1,0,0,1,4,1,1,1,0,0,1,1,0,1,0,1,1,87.1,341.45,1
2009,0,0,1,1,70,1,1,0,1,1,1,1,1,1,2,1,2,79.25,5731.85,1
2010,0,0,0,0,5,1,1,1,0,0,0,0,0,1,0,1,2,75.9,357.75,1
2011,0,0,1,1,53,1,1,0,1,0,1,1,1,0,0,0,0,85.7,4616.1,0
2012,1,0,1,0,47,1,1,1,1,1,1,0,1,1,0,1,0,98.75,4533.7,1
2013,1,0,0,1,31,1,0,2,0,0,0,0,0,0,1,0,3,20.1,589.25,0
2014,0,0,1,1,13,1,0,0,0,1,1,1,0,0,0,0,2,61.8,750.1,0
2015,1,0,1,1,28,1,1,0,0,0,0,0,0,0,0,0,1,49.9,1410.25,0
2016,1,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,86.45,830.85,0
2017,0,0,1,0,38,1,0,2,0,0,0,0,0,0,2,0,2,20.4,743.5,0
2018,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,45.3,45.3,1
2019,0,0,1,0,67,1,1,1,0,1,1,0,1,0,1,0,0,104.1,7040.85,0
2020,0,0,1,0,52,1,0,0,1,1,0,0,1,1,1,1,1,75.4,3865.45,1
2021,0,0,1,1,62,1,0,1,1,1,1,1,1,0,2,0,1,108.15,6825.65,0
2022,1,0,0,0,16,1,0,1,0,1,0,0,0,1,0,1,0,86.25,1340.1,1
2023,1,1,1,0,5,1,1,1,0,1,0,0,0,1,0,1,0,81.0,371.65,1
2024,0,0,0,0,12,1,0,1,0,0,1,0,1,0,1,0,0,95.7,1184.0,0
2025,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,2,116.85,8477.7,1
2026,0,1,0,0,71,1,1,1,0,1,0,1,1,0,1,0,2,105.75,7382.85,0
2027,1,0,1,0,24,1,0,2,0,0,0,0,0,0,1,0,1,20.15,456.85,0
2028,1,0,0,0,15,1,0,2,0,0,0,0,0,0,2,0,1,19.6,331.6,0
2029,0,0,1,0,67,1,0,1,1,1,0,0,0,1,1,1,3,90.6,6056.15,1
2030,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,2,60.95,134.6,0
2031,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,25.05,125.5,0
2032,1,0,1,0,15,1,0,1,0,0,0,0,1,0,0,0,0,88.15,1390.6,0
2033,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,1,20.2,20.2,1
2034,0,0,1,1,41,1,0,0,1,1,1,0,0,1,1,1,2,60.3,2511.3,1
2035,1,0,0,1,43,1,0,0,1,1,0,0,0,1,0,1,0,63.95,2737.05,1
2036,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,74.3,74.3,0
2037,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,70.6,70.6,1
2038,1,0,1,1,26,1,0,1,0,0,0,0,1,1,0,1,0,90.8,2361.8,1
2039,0,0,0,0,22,1,1,1,0,1,0,0,0,1,0,1,0,79.35,1730.35,1
2040,0,0,1,0,71,1,1,0,1,1,1,1,1,0,2,0,2,90.55,6404.0,0
2041,0,0,0,0,7,1,0,2,0,0,0,0,0,0,2,0,1,19.45,165.35,0
2042,1,1,0,0,28,1,1,0,0,1,1,1,0,0,0,0,2,64.45,1867.6,0
2043,0,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,69.65,1043.3,0
2044,0,0,0,0,7,1,0,2,0,0,0,0,0,0,1,0,1,19.5,128.6,0
2045,1,0,0,0,69,1,1,1,0,1,1,1,1,1,2,1,2,110.5,7455.45,1
2046,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,24.7,24.7,0
2047,0,0,0,0,3,1,0,0,1,0,1,0,1,1,0,1,0,77.4,206.15,1
2048,0,1,0,0,21,1,0,1,0,0,1,0,1,1,0,1,2,96.8,2030.3,1
2049,1,0,1,0,69,1,1,1,0,1,1,0,0,1,0,1,2,85.4,5869.4,1
2050,1,0,1,0,71,0,0,0,1,1,1,1,0,1,2,1,2,47.6,3377.8,1
2051,1,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,1,19.4,1346.2,0
2052,1,0,0,0,48,1,1,1,0,0,1,1,1,1,0,1,0,103.85,4946.05,1
2053,0,0,1,0,47,1,1,1,0,1,1,0,0,1,0,1,2,83.35,4065.0,1
2054,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,49.4,106.55,1
2055,0,0,0,0,45,1,1,1,1,0,1,1,1,1,0,1,3,108.45,4964.7,1
2056,0,0,0,0,51,1,1,1,0,1,0,0,0,0,0,0,2,81.0,4085.75,0
2057,1,0,1,0,22,1,1,0,1,0,0,1,1,1,0,1,0,79.2,1742.75,1
2058,0,0,0,0,72,1,1,0,1,1,1,1,1,0,2,0,2,86.65,6224.8,0
2059,0,0,1,1,37,1,1,1,0,1,1,0,1,1,0,1,0,92.95,3415.25,1
2060,0,0,1,1,71,1,1,0,1,1,1,1,1,0,2,0,0,90.35,6325.25,0
2061,0,0,1,1,7,1,0,0,0,0,1,0,0,0,0,0,0,48.7,340.25,0
2062,1,0,0,0,66,1,1,2,0,0,0,0,0,1,2,1,3,25.15,1683.6,1
